date,author,text
2022-12-14 18:06:04,Aromatic_Age_8622,"« Parce que ce pays m’a marqué, les gens m’ont apporté de l’amour à un point que vous ne pouvez même pas imaginer. C’est souvent ce qu’il se passe dans ces pays : soit on vous déteste, soit on vous adore. J’ai reçu tellement de choses que je partage leur joie aujourd’hui tout en restant en retrait parce que j’ai simplement eu la chance de travailler avec eux. Je leur souhaite le meilleur du monde. [...] »

Source: https://www.sofoot.com/coupe-du-monde-2022-herve-renard-supportera-le-maroc-contre-l-equipe-de-france-522886.html"
2022-12-14 08:22:23,Nikklass75,Techniquement tu joues pas en équipe de France. Donc même la victoire de l'équipe de France est la victoire des autres.
2022-12-14 06:43:06,mymyll,"Mon frère en Christ, une victoire de l'équipe de France ne dépend pas de toi non plus."
2022-12-14 02:42:32,Skragdush,"Je le comprend. Pareil que lui mais j’adore cette équipe marocaine et l’histoire qu’ils sont entrain d’écrire. 
C’est sur qu’une 3ieme c’est pas de refus, mais quelque part c’est un peu moins impactant globalement qu’une équipe africaine en finale!"
2022-12-13 23:06:04,tnarref,J'imagine parce qu'il a entraîné beaucoup des joueurs de l'équipe quand il en était l'entraîneur
2022-12-13 19:35:38,Various-Entrance-194,Il dit quoi l entraîneur de l équipe de foot salle😒😒??
2022-12-13 18:01:23,lamerrguez,Grâce à toute l'équipe
2022-12-13 10:10:41,Moug-10,"En marquant plus de buts.

Plus sérieusement, c'est une évidence que quand on joue contre une équipe arabe dans un pays arabe, il faut s'attendre à jouer aussi contre le public. De la même façon que l'Uruguay a dû faire face au public du Soccer City acquis à la cause ghanéenne. Cela fait partie du sport et les joueurs français ne peuvent pas s'y préparer car ce n'est pas la même chose que lors d'un derby au vue des enjeux. Ils feront avec et j'espère qu'ils vont passer. Dans le cas contraire, le Maroc aura mon soutien en finale."
2022-12-12 17:43:40,sylsau,"Je comprends ce que tu veux dire.

Pour préciser mieux ma pensée, j'aurais du dire l'équipe la plus dominatrice et la plus impressionnante sur le match. Celle qui créait le danger offensivement.

De notre côté, il faut nous reconnaître une grosse force mentale d'avoir su résister en pleine tempête et d'avoir été hyper réalistes. C'est la patte Deschamps ça !"
2022-12-12 16:07:34,Skragdush,"Alors suis d’acc mais si la ""meilleure équipe"" n’arrive à mettre qu’un seul but et en péno…ben ya un prob. L’efficacité devant le but c’est pas que de la chance, c’est du mental que les Anglais n’avait pas ce soir là. Pour moi c’est un skill comme un autre."
2022-12-12 15:32:03,sylsau,"Pour moi, c'est pas du ""seum"", mais la réalité.

C'est comme lors de France-Belgique en 2018. Il faut bien admettre que la Belgique était supérieure.

L'Angleterre était supérieure samedi soir.

Mais dans le football, être supérieur et dominer ne veut pas dire gagner. La France en sait quelque chose. Elle a longtemps été une magnifique perdante dans les années 80 notamment ...

Cette équipe de France plie mais ne rompe pas, car tous les joueurs ont une confiance en eux énorme. A confirmer face au Maroc !"
2022-12-11 09:00:09,sylsau,Ce nouveau rôle que Deschamps et lui ont défini avant le début du Mondial fait une grande différence pour l'équipe de France.
2022-12-10 23:03:16,Vacation-Interesting,"On parle beaucoup de Mbappe et Giroud, à juste titre, mais Grisou c'est le cœur et l'âme de cette équipe, il a un volume absolument impressionnant"
2022-12-09 07:33:07,sylsau,"Avant leur quart de finale ce vendredi (20 heures), l'Argentine et les Pays-Bas se sont déjà rencontrés cinq fois en Coupe du monde.

Cet article de L'Equipe détaille les 5 confrontations suivantes :

* 1974 : Cruyff et le football total
* 1978 : l'Argentine championne du monde
* 1998 : et Bergkamp crucifia l'Albiceleste
* 2006 : avec des stars en devenir, sans but
* 2014 : Messi en finale au bout de l'ennui"
2022-12-09 00:23:11,tnarref,"Ptin les cons, ce qui fait la valeur et l'histoire d'un stade c'est l'équipe qui joue dedans."
2022-12-07 09:10:24,sylsau,"Hakimi fait plaisir avec cette panenka légendaire désormais pour éliminer l'Espagne. Grosse confiance !

Le Maroc, première équipe Africaine à atteindre les demi d'un Mondial ?

J'y crois !"
2022-12-07 08:04:52,sylsau,"/u/Beru73, j'espère tu m'as pas suivi pour Suisse-Portugal lol

J'avais en revanche vu juste sur le fait que l'équipe serait meilleure sans Ronaldo ..."
2022-12-06 13:39:24,sylsau,"Alors que B&amp;B Hotels ne devrait pas poursuivre l'an prochain, les coureurs de l'équipe viennent d'être libérés par Jérome Pineau.

Pour beaucoup, il sera difficile de retrouver un équipe de top niveau si tard, alors que les stages de préparation débutent.

Pour Victor Koretzky, l'opportunité Bora est donc exceptionnelle !

Il quitte B&amp;B Hotels pour une équipe meilleure et va pouvoir préparer les JO de VTT en 2024 également avec un programme aménagé. Parfait pour qu'il puisse également continuer sa montée en puissance sur route."
2022-12-05 13:49:56,sylsau,"Olivier Giroud est devenu à 36 ans et 52 pions le meilleur buteur de l'histoire de l'équipe de France.

Le Milanais a devancé Thierry Henry au cours d'une Coupe du monde qui éteint un à un les débats à son sujet.

S'il reste une anomalie de l'histoire, Giroud doit être considéré pour ce qu'il est désormais : une légende de la sélection française."
2022-12-03 19:20:18,MrPigcho,"""Dans ce mondial, seul l’Iran ressemble à une équipe de football. Avec leurs bras vierges de dessins ridicules, leurs barbes bien taillées, leurs coupes de cheveux classiques… Il serait impardonnable que le football moderne nous fasse préférer la charia à la vision repoussante de ces footballeurs semblant sortis d’une cage aux folles.""

Quand t'es homophobe et raciste mais ils sont quand même beaux les Iraniens avec leurs barbes bien taillées."
2022-12-03 06:43:52,sylsau,"Les Mets sont plus que jamais en tête du championnat avec 9 victoires d'affilée.

Victor Wembanyama banalise l'exploit d'une manière assez incroyable.

Ses statistiques d'hier : 32 points (12/20 aux tirs dont 3/7 à 3-points), 10 rebonds, 4 contres, 3 passes décisives.

Auteur de 22 points en première mi-temps pour permettre aux Mets de prendre un avantage conséquent, il s'est ensuite concentré un peu plus sur la défense et le jeu collectif en seconde mi-temps, avant de remettre le coup d'accélérateur permettant d'assurer la victoire à son équipe en dernier quart-temps.

Bref, du grand Victor, comme chaque soir depuis le début de la saison.

Côté stats, notons que Victor Wembanyama est devenu le troisième joueur de 18 ans (ou moins) à atteindre la barre des 500 points dans le championnat de France, après Antoine Rigaudeau (1987-90) et Tony Parker (1999-2001). Total qu’il a atteint en seulement 44 matchs, contre 51 pour Antoine Rigaudeau et 52 pour Tony Parker.

Rappelons que le numéro 1 annoncé de la Draft 2023 fêtera ses 19 ans dans un mois…"
2022-12-03 06:37:51,sylsau,"La France évitera les équipes Sud-Américaines jusqu'à une hypothétique finale.

Ce sera des équipes Européennes ou Africaines.

J'espère que le Maroc arrivera à devenir la première équipe Africaine à atteindre les demi-finales. Ils m'ont enthousiasmé au premier tour, et l'Espagne n'est pas aussi forte que son premier match le laisser présager !"
2022-11-30 10:35:11,sylsau,"Elle est là pour progresser, comme l'équipe du Qatar 🤡"
2022-11-27 09:20:55,sylsau,"Vu la forme qu'il a et l'état d'esprit qui l'anime sur cette Coupe du Monde, pourquoi pas !

On voit un Mbappé bien plus collectif qu'au PSG depuis le début de l'équipe de France. Il est heureux de représenter son pays et veut tout faire pour briller et faire briller les autres.

C'est le Mbappé survolté qu'on voudrait voir au PSG à chaque match également."
2022-11-26 15:10:14,sylsau,"Victoire essentielle pour Monaco qui reste toujours dans le haut du classement. L'objectif d'atteindre le Final Four en fin de saison est toujours crédible.

Pour l'ASVEL, on peut d'ores et déjà dire que c'est terminé. L'équipe n'arrive pas à trouver la bonne carburation en Euroleague depuis le début de la saison."
2022-11-24 06:23:12,sylsau,"Tout comme u/Intrepid_Walk_5150, je pense qu'il y a quelque chose qui ne va pas dans les chiffres de cette infographie.

Les chiffres ne peuvent représenter le nombre de joueurs.

804 joueurs de l'OM en équipe de France ?

Je ne sais même pas s'il y a eu 804 internationaux dans l'histoire de l'équipe de France de football ..."
2022-11-23 14:03:09,sylsau,"Prolongation logique pour Guardiola.

C'est l'un des meilleurs entraîneurs du monde, et on voit difficilement où il pourrait avoir une meilleure place qu'à Manchester City. Un budget énorme, des dirigeants qui lui font confiance.

City est la meilleure équipe de Premier League depuis plusieurs années, mais se fait toujours avoir en Ligue des Champions où tout se joue sur deux ou un match ...

A voir si cette année lui permettra enfin de décrocher son graal avec City :)"
2022-11-21 19:58:44,sylsau,"Après la perte définitive de Benzema pour cette Coupe du Monde, la prudence est logiquement de mise pour Varane.

Le onze attendu demain pour débuter face à l'Australie :

* H. Lloris 
* Pavard, I. Konaté, Upamecano, L. Hernandez
* Tchouaméni, Rabiot
* O. Dembélé, Griezmann, Mbappé - Giroud.

Une équipe qui a de la gueule malgré les nombreux absents côté Bleus :)"
2022-11-21 13:43:27,sylsau,"&gt;""Les gens parlent toujours du PSG, en pensant que nous n'avons que de l'argent à dépenser. Ce n'est pas vrai. Nous avons mis soixante-dix millions dans le club. Aujourd'hui, il en vaut plus de 4 milliards. Comme je l'ai dit, nous avons différentes offres de rachat. C'est une bonne affaire, une affaire fantastique. Une offre de rachat de 4 milliards ? Plus de 4 milliards, bien sûr. Mais nous n'allons pas vendre le club. Mais pourquoi pas un petit pourcentage du club. Nous réfléchissons à différentes offres en fait"", a lancé ce lundi Nasser Al-Khelaïfi, au micro de TalkSport.

Vu de ce point de vue, c'est effectivement un excellent investissement malgré tout ce que les Qataris ont déjà investi dans le PSG.

&amp;#x200B;

&gt;Si le président du PSG avance une somme élevée à 4 milliards pour s'emparer du club, Forbes l'estimait plutôt autour de 3 milliards. Peu importe, une somme colossale, même pour une petite part achetée par un potentiel actionnaire. Justement, nos confrères de L'Equipe évoquait ce samedi la possible arrivée d'un fonds d'investissement américain. Une part de 10% (300 millions), à 15% (450 millions) était avancée par le quotidien, sans préciser l'identité du potentiel nouveau venu dans la capitale.

Une fois le mondial au Qatar passé, c'est effectivement quelque chose de possible."
2022-11-20 09:14:43,sylsau,"C'est quelque chose qui était plus ou moins attendu ces derniers jours.

Bravo à Benzema de laisser sa place avant le début de la compétition pour le bien de l'équipe. Ca nous aurait rappelé la saga Zidane de 2002 s'il avait laissé planer le doute toute la compétition sur sa participation ou non.

Comme certains l'ont déjà dit, difficile de remplacer le Ballon d'Or 2022, mais la France était championne du monde sans lui en 2018. Il n'y a donc pas lieu de céder au pessimisme.

Il faut jouer et tout donner. Allez les Bleus !"
2022-11-15 06:52:34,sylsau,"La première bonne nouvelle est de voir la France qualifiée pour la Coupe du Monde 2023.

La seconde est de voir que Wembanyama n'a pas raté ses débuts chez les A. On a retrouvé chez lui la même aisance et la même domination qu'il nous montre depuis le début de la saison en Betclic Elite.

La troisième est que Vincent Collet a pu voir l'émergence de joueurs jeunes qui constitueront le futur de l'Equipe de France.

Je pense ici à Sylvain Francisco, qui a montré des choses intéressantes au poste de meneur. Adroit à 3-points et avec une détente phénoménale, il nous a régalé d'un dunk énorme en contre-attaque du haut de son mètre 79 ...

Damien Inglis frappe à la porte, tout comme Begarin, et Makoundou qui est pas mal.

Bref, de bonne augure pour la suite."
2022-11-15 06:48:37,sylsau,"Source: https://www.eurosport.fr/football/ligue-1/2022-2023/ligue-1-un-salaire-non-paye-a-la-source-des-tensions-entre-mbappe-et-le-psg\_sto9227277/story.shtml

&gt;A la fin du mois de septembre dernier, Kylian Mbappé n'aurait pas été payé en intégralité par le Paris Saint-Germain, rapporte le quotidien L'Equipe ce lundi soir. Si tout s'est arrangé depuis, du côté de son salaire, cet accroc aurait agacé la star française, ce qui a pu jouer dans les tensions qui ont agité le début de saison, et sa possible envie de départ.

Est-ce la raison pour laquelle le clan Mbappé a fait naître les rumeurs sur une volonté de départ de sa part ?

Si c'est le cas, c'est plutôt décevant de voir qu'ils utilisent constamment la presse pour faire passer leurs messages. Dans l'intérêt du joueur mais aussi du club, il serait préférable de garder cela en interne."
2022-11-14 12:02:34,Bran_Noircorbac,"oui c'est pas mal. Strasbourg a aussi accroché Marseille. Mais le RCS n'a toujours qu'une seule victoire et est toujours avant-dernier. Donc tout n'est pas a jeter. Mais globalement, c'est souvent fébrile défensivement (merci à Matz Sels d'avoir sauvé l'équipe une paire de fois), et offensivement assez indigent. Physiquement, l'équipe galère et ne parvient plus à faire le pressing qui lui avait tant réussi la saison passée.

Par séquences, il y a un bon Strasbourg. Mais le reste du temps, c'est compliqué. On ne peut pas être sereins. J'espère que la pause coupe du monde fera du bien aux têtes."
2022-11-08 12:56:12,sylsau,"Le Top 10 tel que défini par L'Equipe :

* Open d'Australie 1995, Mary Pierce
* Fed Cup 1997, équipe de France
* Roland-Garros 2000, Mary Pierce
* Fed Cup 2003, équipe de France
* Masters 2005, Amélie Mauresmo
* Open d'Australie 2006, Amélie Mauresmo
* Wimbledon 2006, Amélie Mauresmo
* Wimbledon 2013, Marion Bartoli
* Fed Cup 2019, équipe de France
* Masters 2022, Caroline Garcia"
2022-11-06 09:46:38,sylsau,Ca fait cet effet quelque fois. L'équipe en infériorité numérique se transcende alors que celle en supériorité se met trop de pression et déjoue.
2022-11-05 23:30:48,Vacation-Interesting,"Intéressant, j'aime bien ce joueur mais il faut qu'il élève son niveau avec l'équipe de France parce que ses derniers matchs étaient plutôt inquiétants."
2022-11-05 08:00:39,Illustrious-Rice5805,L’équipe méritait la 1ere place vu son rang et ses objectifs .
2022-11-04 08:29:54,sylsau,"A croire que le talent d'une super star finit par ne plus tout excuser ...

Les Nets et la NBA lui ont laissé du temps pour qu'il comprenne son erreur et s'excuse, mais il a refusé de le faire entièrement.

Adam Silver, le patron de la NBA, veut le rencontrer, mais on se doute que Irving ne changera pas pour autant.

Les Nets le suspendent au moins 5 matchs afin de lui laisser à mon sens deux options :

* Il finit par s'excuser totalement et reconnaît son erreur. Il sera alors réintégré et il pourra reprendre sa carrière.
* Il refuse toujours de s'excuser et continuant à maintenir ses propos actuels. Les Nets pourraient le couper et je vois mal quelle autre équipe NBA prendrait le risque de le signer malgré tout.

Pour un autre joueur, je pense que l'option 1 aurait été la plus probable, mais Irving semble tellement jusque-boutiste dans son approche, comme on a pu le voir avec son refus de se faire vacciner quitte à saborder la saison des Nets, qu'il est tout à fait possible que sa carrière NBA se termine en eau de boudin."
2022-11-03 16:15:15,sylsau,"&gt;Malgré sa disqualification sur le Tour et alors qu'il ne portera plus les couleurs de l'équipe Arkéa-Samsic l'an prochain, Quintana est néanmoins toujours autorisé à courir.

C'est bien ça le problème. Il faudrait clarifier cela au niveau de l'ensemble des fédérations. Un produit dopant est un produit dopant. Point barre."
2022-11-01 10:06:49,sylsau,"C'est plus l'absence de Kanté qui m'inquiète que celle de Pogba.

Tchouaméni a montré qu'il pouvait remplacer Pogba au plus haut niveau. Pour remplacer Kanté en équipe de France, c'est bien plus difficile !"
2022-11-01 07:05:21,sylsau,"C'est un coup dur pour l'équipe de France, mais on s'y attendait depuis un moment.

Il faudra faire sans, et Tchouaméni aura un rôle essentiel au Qatar pour les Bleus.

Ce qui me pose plus problème est l'absence de Kanté. Il est plus difficilement remplaçable que Pogba."
