created_at,user_id,text
Sun Dec 18 10:22:58 +0000 2022,621241258,@ActuFoot_ @Betclic Raclé contre ce pays qui a réfugié des milliers de nazis et qui a décimé sa population noir.
Sun Dec 18 10:22:57 +0000 2022,1220009609982828544,"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…"
Sun Dec 18 10:22:56 +0000 2022,1430432064797659137,@Acermendax Je note que pour certain dénoncer un harcèlement c'est signe de collaborations ...  (Du coup pour avoir… https://t.co/NMQLAl9eje
Sun Dec 18 10:22:56 +0000 2022,1477402228143144975,RT @IlanLamar: @Cdanslair Le gros problème chère madame c’est que les populations sont de plus en plus informées et en plus ont eu accès au…
Sun Dec 18 10:22:53 +0000 2022,1579903339030056966,RT @ricofiascojr: @AmraneHB @Marvel_Fit Aux USA c'est eux qui font que avoir de plus en plus de gros
Sun Dec 18 10:22:52 +0000 2022,1446198110548631554,"RT @ottou_sydney: Yaoundé aime les mariages avec les gros titres.
Il vient d'où ?
Ses parents font quoi?
Il a quel poste?"
Sun Dec 18 10:22:50 +0000 2022,1277553182902816768,le daron est tlm gros quan il bat ma daronne il proc une stack d'Hearthsteel le batar
Sun Dec 18 10:22:50 +0000 2022,1449290973863989252,"RT @HomoSap60422481: @IvaMasson Tous virés de leur taff, tous radiés par l'ordre,  tous passés chez ce gros con d'hanouna. 

Autre point co…"
Sun Dec 18 10:22:50 +0000 2022,2421019758,@benoit_joseph @KemiSeba1 Lorsque c'est Kemi Seba c'est business lucratif mais lorsque c'est vos chaînes de propaga… https://t.co/QxMhkpc5u9
Sun Dec 18 10:22:47 +0000 2022,877638444180283392,"@AlfredDupont16 @antimacron_amgr Voilà, avec vous j'ai un bon exemple!
Je ne suis pas d'accord avec vous et je me f… https://t.co/j9rZhmUqzC"
Sun Dec 18 10:22:47 +0000 2022,1462885375848828930,@brnoteasy T’as un gros ventre
Sun Dec 18 10:22:46 +0000 2022,242275202,"RT @HeurafoodsFr: L'un des plus gros mythes perpétués par l'industrie de la viande animale, c'est de faire croire que manger de la viande l…"
Sun Dec 18 10:22:44 +0000 2022,2764567976,"RT @QuentinOwona007: Les filles qui ont les gros seins pensent qu'elles peuvent nous contrôler Lol 
tout d'abord vous avez raison mais....🤔…"
Sun Dec 18 10:22:41 +0000 2022,1454749112499326976,@QuisutDeus777 @F_Desouche @edwyplenel joue gros https://t.co/FFkBWTagQC
Sun Dec 18 10:22:40 +0000 2022,1392038487675785218,@MedhiiDrd @heyomeech956 Mdrr le poto ils disaient en gros que l’argentine represente le plus le pays parce que pou… https://t.co/ezNhdhvJ7t
Sun Dec 18 10:22:38 +0000 2022,1308700248181821440,"RT @victoireKeravel: STOP aux détracteurs qui disent que j'exagère sur les dealers, délinquants  à #Nantes regardez la vidéo prise cet hive…"
Sun Dec 18 10:22:35 +0000 2022,1228441450163163136,@seoklynereal MDR WESH GWEN T’ÉTAIS UNE CONNASSE
Sun Dec 18 10:22:34 +0000 2022,948606176564047873,RT @natbij01: @anchara_ J ai vuq un témoignage aussi ca fait de gros dégâts sur l estomac et le tube digestif
Sun Dec 18 10:22:34 +0000 2022,616509678,"RT @SergeZaka: [Thread] L'épisode de froid se termine : aucune coupure d'électricité, aucune caractéristique d'une vague de froid, aucun re…"
Sun Dec 18 10:22:32 +0000 2022,1602302432255647744,@PierreVLToff @MehdiGhezzar @GG_RMC @CharlesConsigny @Olivier_Truchot @AlainMarschall @RMCInfo Le gros bouffon des… https://t.co/KNbL7fu3hn
Sun Dec 18 10:22:32 +0000 2022,478895958,"@OtabelaThierry @lasource75006 Tout nos joueurs sont née en France 
Alors garde des commentaires de gros tas de merde pour toi"
Sun Dec 18 10:22:32 +0000 2022,1476151330641174529,"RT @MilovanCavor: Vivant il y a ~25 millions d'années, l'ancêtre de tous les félins était un (gros) chat: proailouros (~1 mètre, ~10 kg) ht…"
Sun Dec 18 10:22:31 +0000 2022,960465416618479616,@YoshimitsuXGen En gros Miura (berserk) était un pedophile
Sun Dec 18 10:22:31 +0000 2022,1324105099216637952,"RT @Lass2fois: La 3e étoiles ou rien, fuck l’Argentine et ses gros suceurs"
Sun Dec 18 10:22:29 +0000 2022,504622289,"RT @Lass2fois: La 3e étoiles ou rien, fuck l’Argentine et ses gros suceurs"
Sun Dec 18 10:22:29 +0000 2022,1464634706830442499,@AMBROISEJr2 @LucaVaran @tikylol @fadelabdellaoui @parleluidemoi @sweetnshour @350uda c’est juste le plus gros suce… https://t.co/NAd1qQy37r
Sun Dec 18 10:22:28 +0000 2022,1167085863030931456,"RT @SCCR_212: GROS GROS GROS BIG UP au public qui s’est déplacé au Qatar 🇶🇦 

Vous avez été énorme et exemplaire ! 👏❤️🇲🇦 https://t.co/4ZHbY…"
Sun Dec 18 10:22:26 +0000 2022,1284106273173262337,RT @couchloukoum__: Dans le dossier harcèlement dans la télé-réalité on a pas assez parlé du cas Anais sur Martika
Sun Dec 18 10:22:25 +0000 2022,2925378664,RT @Some_Writer_Cat: Parce que la basiquement une meuf dit qu'elle a honte de sa barbe et les réponses c'est qu'elle devrait tenter le lase…
Sun Dec 18 10:22:25 +0000 2022,542532860,Hahaha super idée. Deschamps mérite un milliard de fois la victoire et les honneurs. Il représente la France mieux… https://t.co/wal5TlMFxb
Sun Dec 18 10:22:25 +0000 2022,1586665139213852677,@amthnl @qkjsgfze tu dis ça mais tu l’es des gros mots dans la même phrase ou tu cites الله
Sun Dec 18 10:22:25 +0000 2022,1336258341455224832,RT @dracarys_eN: @arzoc13 @heyomeech956 en gros Mbappé est selon lui trop foncé pour représenter la France comme il se doit
Sun Dec 18 10:22:17 +0000 2022,3293151155,"RT @SergeZaka: [Thread] L'épisode de froid se termine : aucune coupure d'électricité, aucune caractéristique d'une vague de froid, aucun re…"
Sun Dec 18 10:22:17 +0000 2022,1529115571710738432,RT @syylllia: Gros MINUIT ??? on va connaître les champions du monde avant miss France à ce rythme
Sun Dec 18 10:22:16 +0000 2022,405882975,"RT @SergeZaka: [Thread] L'épisode de froid se termine : aucune coupure d'électricité, aucune caractéristique d'une vague de froid, aucun re…"
Sun Dec 18 10:22:15 +0000 2022,1218504457937399810,RT @syylllia: Gros MINUIT ??? on va connaître les champions du monde avant miss France à ce rythme
Sun Dec 18 10:22:15 +0000 2022,1190752434920075264,RT @so_mkb: Je vous demande rarement mais là c’est hyper important alors que t’es un gros compte ou pas je me permets de te demander de ret…
Sun Dec 18 10:22:09 +0000 2022,1038999586105384961,wsh y’a des meufs qui ont vraiment un gros cul la chance
Sun Dec 18 10:22:08 +0000 2022,1567133065062883328,RT @ihategu: écoute moi bien la sale pute qui a cassé la gueule a ma mère enceinte qui va au lycée fustel de coulange a massy dans le 91 je…
Sun Dec 18 10:22:07 +0000 2022,928939698696880128,"RT @jjdenoual: @BilgerPhilippe @lequipe Dans un pays de dormeurs, plus c'est gros et plus ça passe, c'est aussi ça la chienlit institutionn…"
Sun Dec 18 10:22:07 +0000 2022,1386458089797324807,RT @so_mkb: Je vous demande rarement mais là c’est hyper important alors que t’es un gros compte ou pas je me permets de te demander de ret…
Sun Dec 18 10:22:07 +0000 2022,3221642027,"RT @CedricMas: #Ukraine Je continue ce matin à publier sur la bataille de Bakhmut et le reste du conflit.
C’est sur le gros (adressé dans m…"
Sun Dec 18 10:22:06 +0000 2022,1681298215,RT @MarleneSchiappa: Le harcèlement en meute infligé par des militants à une femme qui a simplement osé faire valoir son droit à vivre sans…
Sun Dec 18 10:22:04 +0000 2022,1176162795165028352,joueurs prometteurs de la scène. Franchement si l'idée est un gros flop calculez même pas mon tweet mais si vous pe… https://t.co/0tOnXvhDE0
Sun Dec 18 10:22:00 +0000 2022,1377968618269515783,"Donc pour i24 et des journalopes et les gros médias lèche bonbon, être militant pour contre l apartheid fait de lui… https://t.co/VZCXERt18y"
Sun Dec 18 10:21:58 +0000 2022,1178323380728221697,"RT @LeaFrct: Ma petite sœur de 20 ans étudie à #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de…"
Sun Dec 18 10:21:57 +0000 2022,1291703304976838658,"@pepessi_goat en vrai la date de la finale avait été annoncée en mars 2015, il a juste prédit que Messi (meilleur j… https://t.co/laDijVHW1o"
Sun Dec 18 10:21:55 +0000 2022,964074690682683392,Gros film d'intello ce matin https://t.co/uqx9OCd8l1
Sun Dec 18 10:21:52 +0000 2022,1476989713710039041,@Etleau @henni_mo Jamais tu ferme ta guele espèce de gros fdp
